QQ号码,官方网址,店铺名称,拿货地址,电话
QQ：461288298,http://xinshengnvxie.k3.cn,鑫昇鞋业,拿货地址： 温岭市 夹屿   双峰大道203号  ,18358656865
QQ：3519670869,http://jiangbing.k3.cn,江斌鞋业,拿货地址： 温岭市 夹屿   横泾村五区9号  ,18607040995 15679401512
QQ：629562448,http://zhuoanni.k3.cn,卓安妮鞋业,拿货地址： 温岭市 城北街道   麻车村387号  ,15350482008 15374392432
QQ：489332310,http://hxexy.k3.cn,韩萱儿,拿货地址： 温岭市 夹屿   金施村A区81号  ,13587965287 18658779187
QQ：81508251,http://luomaqinghuai.k3.cn,罗玛情怀,拿货地址： 温岭市 夹屿   金施村A区58号  ,18305016888
QQ：201150994,http://qianshen.k3.cn,祥昇鞋业,拿货地址： 温岭市 夹屿   双峰大道176号  ,15056996989 15957601891
QQ：760347937,http://yangyangnvxie.k3.cn,洋洋鞋业,拿货地址： 温岭市 横峰   七份岸新区22号  ,13676665416
QQ：2258696098,http://xuanlizu.k3.cn,炫丽足鞋业,拿货地址： 温岭市 夹屿   长大村A区165号  ,18358661955 15958682661
QQ：369909334,http://newstar.k3.cn,新秀鞋业,拿货地址： 温岭市 夹屿   双峰大道26号  ,13676702690 13758725606
QQ：2934579591,http://dalixiechang.k3.cn,大利鞋厂,拿货地址： 温岭市 夹屿    双峰村   双峰北路56号  ,18367662342 13906567139
QQ：3509436982,http://huaxhanzi.k3.cn,花仙子.唯美鞋业,拿货地址： 温岭市 夹屿   横泾村A区9号  ,13656598763 1895859203918968630039
QQ：474421254,http://jfzx.k3.cn,双美鞋业,拿货地址： 温岭市 夹屿   横泾村B区160-3号  ,13587891038
QQ：2427021984,http://yongya.k3.cn,森胜鞋业有限公司,拿货地址： 温岭市 夹屿   泽楚路137号  ,13736531696 13758619009
QQ：504478921,http://baiyehua.k3.cn,百盛花鞋业,拿货地址： 温岭市 夹屿   夹屿新村E幢28号  ,15267649222 18815220887
QQ：407737339,http://yufeida.k3.cn,誉飞达鞋业,拿货地址： 温岭市 夹屿   夹屿新村D幢32号  ,15138328275 15167603687
QQ：1005090005,http://qinge.k3.cn,轻歌鞋业,拿货地址： 温岭市 夹屿   夹屿新村C幢19号  ,18815229050
QQ：676829459,http://xinxiwang.k3.cn,新希望鞋厂,拿货地址： 温岭市 横峰   前陈三区11号  ,18096245800 15882919209
QQ：407875451,http://meierjia.k3.cn,温岭美丽佳鞋业,拿货地址： 温岭市 横峰   小东洋新区128号  ,13606860727 13626523322
QQ：1535111521,http://tuoda.k3.cn,玖玖红,拿货地址： 温岭市 夹屿   金施村A区126号  ,18599998168 18599991888
QQ：366975955,http://kaizilai2016.k3.cn,凯姿莱鞋业,拿货地址： 温岭市 夹屿   金施村A区1号  ,15607074444 13325866603
QQ：154477955,http://luckynvshen.k3.cn,幸运女神鞋业,拿货地址： 温岭市 夹屿    双峰大道   双峰一区221号  ,13635665512 16605866044
QQ：2583171184,http://gaoxing.k3.cn,龙得宝鞋业,拿货地址： 温岭市 夹屿   联夹大道102号  ,13857692477
QQ：2371846013,http://kangshengxieye.k3.cn,康升鞋业,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村27幢2号  ,15268898624 15168657201
QQ：1611184573,http://hutingshangmao.k3.cn,台州市虎婷商贸有限公司,拿货地址： 温岭市 夹屿    双峰村   双峰新区19号  ,18606679883 13575887553
QQ：550216864,http://hsxyy.k3.cn,弘仕鞋业,拿货地址： 温岭市 横峰   前陈新村B区11幢99号  ,13625780732 15727899867
QQ：3180585061,http://dahuanqiu.k3.cn,大环球鞋业,拿货地址： 温岭市 夹屿   欧风路107号  ,18958604507 15757554512
QQ：417774238,http://youyisi.k3.cn,有意思,拿货地址： 温岭市 夹屿    金施村   牧新路10号  ,13616866681
QQ：674865157,http://donggege.k3.cn,东格格鞋业,拿货地址： 温岭市 横峰   小东洋老区357号  ,15257629609 15825455590
QQ：27305153,http://wankelainvxieye.k3.cn,万客来女鞋业,拿货地址： 温岭市 夹屿   横泾村五区26号  ,13736551611 13858665751
QQ：1404494471,http://fusenxieye.k3.cn,富森鞋业,拿货地址： 温岭市 夹屿   双峰大道211号  ,18806541471
QQ：1827347248,http://tengqiannan.k3.cn,腾倩楠制鞋,拿货地址： 温岭市 夹屿   横泾村五区19号  ,13738675286 15988995989
QQ：329872988,http://wanghongtongkuan.k3.cn,嘉诗妮鞋业,拿货地址： 温岭市 夹屿   欧风路108号  ,18857666269 13666449316
QQ：200733090,http://baisida.k3.cn,佰思达鞋厂,拿货地址： 温岭市 城北街道   横塘工业区  ,1358622545686916783 13705865449
QQ：429133510,http://13575866553.k3.cn,鸿佳琪鞋业,拿货地址： 温岭市 夹屿    双峰村   振兴路18号  ,13575866553
QQ：254502620,http://hongfaxieye.k3.cn,弘发鞋业,拿货地址： 温岭市 横峰   东塘工业区东升路15号  ,15072465200
QQ：976225458,http://bushixieye.k3.cn,步实鞋业,拿货地址： 温岭市 夹屿   金施村A区60号  ,18755116483 18806767035
QQ：50192478,http://qianjinnao.k3.cn,钎金鸟鞋业,拿货地址： 温岭市 城北街道    麻车村   麻车后湾工业区经中路6号  ,15356557096 15372169902
QQ：871410108,http://wankang.k3.cn,万康鞋业,拿货地址： 温岭市 城北街道    东普村   浦江路118-120号  ,13285864666 17681611781
QQ：371335728,http://yiduo.k3.cn,伊朵鞋业,拿货地址： 温岭市 夹屿    双峰村   振兴路2号  ,15167689068 15515188086
QQ：1085242768,http://hengding.k3.cn,恒鼎鞋业,拿货地址： 温岭市 夹屿   金施村B区126号  ,13486856325
QQ：605607362,http://gfzx.k3.cn,贵妃制鞋,拿货地址： 温岭市 城北街道   杨家渭79号  ,18914787476 15005150919
QQ：529243844,http://lanxiang.k3.cn,蓝翔鞋业直营店,拿货地址： 温岭市 城北街道   麻车村507号  ,15867697976
QQ：2213677696,http://xinfa.k3.cn,兴发鞋业,拿货地址： 温岭市 夹屿    泽楚路   后西汇工业区23号  ,13018822096
QQ：214893809,http://qiyuan.k3.cn,启缘鞋业,拿货地址： 温岭市 城北街道    万昌村芳田   芳田工业区3-1号  ,13566670023
QQ：254619119,http://zuidijiaa.k3.cn,靠谱,拿货地址： 温岭市 城北街道   沧浦村工业区2幢3号  ,15606568686
QQ：353563719,http://hanliu.k3.cn,韩流鞋业,拿货地址： 温岭市 横峰   前陈六区78号  ,18657671566 15990663006
QQ：1936574508,http://jinrongyu.k3.cn,金荣钰鞋业,拿货地址： 温岭市 夹屿   长大村A区16号  ,18667610318 18296895788
QQ：761395014,http://hongty.k3.cn,红太阳（伊派女鞋）,拿货地址： 温岭市 横峰    横石路   横石中路东洋346号  ,15868677698
QQ：2792903473,http://kayi.k3.cn,艾思源鞋业,拿货地址： 温岭市 横峰   前陈五区17号  ,18815244016
QQ：1152923893,http://aikele.k3.cn,爱可乐鞋业,拿货地址： 温岭市 夹屿   金施村A区180-181号  ,15968629768
QQ：1725026405,http://junhie.k3.cn,军辉鞋业,拿货地址： 温岭市 夹屿    金施村   牧新路72号  ,15372137713
QQ：282899321,http://xinbeishu.k3.cn,新贝鼠鞋业有限公司,拿货地址： 温岭市 城北街道    石粘   双莲路82-1号  ,15305766641
QQ：2959065365,http://shangpin.k3.cn,火云鞋神,拿货地址： 温岭市 夹屿   金施村B区150号  ,15057619089 15727515482
QQ：286858891,http://kanshiting.k3.cn,恺诗婷,拿货地址： 温岭市 夹屿   金施村B区82号  ,13326032123
QQ：183635496,http://doguan.k3.cn,东港鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋442号  ,15997195946 13907272809
QQ：1147188907,http://wanh.k3.cn,万鸿鞋业,拿货地址： 温岭市 夹屿   长大村A区81号  ,18358625233
QQ：122581346,http://hongliang.k3.cn,红亮鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋121号  ,18057630396 18057699319
QQ：3238519536,http://xlyuan.k3.cn,钧洋鞋业,拿货地址： 温岭市 夹屿   金施村C区1-2号  ,18869991036 15157632419
QQ：591014596,http://dingrui.k3.cn,优尚品（鼎润）鞋业,拿货地址： 温岭市 横峰    横石路   横石中路240号  ,15515001995
QQ：1056685567,http://hefuzhixie.k3.cn,合富制鞋,拿货地址： 温岭市 夹屿   横泾村A区11号  ,15057546831
QQ：406443838,http://xueqier.k3.cn,雪琪尔鞋业,拿货地址： 温岭市 横峰   下洋林鞋业园9幢  ,18258651569 17156696666
QQ：1415814869,http://xiaoguixieye.k3.cn,万里鞋业,拿货地址： 温岭市 夹屿   金施村A区6-1号  ,15857678097
QQ：610590049,http://dgwb.k3.cn,动感舞步,拿货地址： 温岭市 夹屿   池头林20号  ,13626647417 18858661598
QQ：746946986,http://zusenvxie.k3.cn,足尖魅鞋业,拿货地址： 温岭市 夹屿    双峰村   振兴路18号2楼  ,13656559937 18806640161
QQ：317908155,http://qingchengzhilian.k3.cn,倾城之恋,拿货地址： 温岭市 横峰   下洋林发展路88-5号  ,13606722460
QQ：350563155,http://weienxieye.k3.cn,塔希恩鞋业,拿货地址： 温岭市 横峰   东塘工业园区  ,13736274348 18958694826
QQ：2098809917,http://ccss.k3.cn,金枝叶,拿货地址： 温岭市 横峰   小东洋新区110号  ,13586247983 15726960183
QQ：282359350,http://tianzifen.k3.cn,天姿芬鞋业,拿货地址： 温岭市 夹屿    双峰村   花园路37号  ,13989628758
QQ：864114914,http://tingyu.k3.cn,红鞋坊,拿货地址： 温岭市 夹屿   金施村A区116号  ,13116586060 13216988811
QQ：76680163,http://tianyi2088.k3.cn,天亿,拿货地址： 温岭市 夹屿   横泾村A区6号  ,13575852088
QQ：2179779418,http://ylqy.k3.cn,一路情缘,拿货地址： 温岭市 夹屿   金施村B区156号  ,13388525088 13355883853
QQ：1399732568,http://yongli.k3.cn,奥尤卡鞋业,拿货地址： 温岭市 夹屿   长大村C区281号  ,15067637160 15968684492
QQ：741188670,http://yesezuime.k3.cn,夜色醉美鞋业,拿货地址： 温岭市 横峰   前陈新村A区1幢2号  ,18815202209 18806544067
QQ：315757669,http://zhongxin.k3.cn,众鑫鞋业,拿货地址： 温岭市 城北街道   沧浦村工业区2幢2号1楼  ,13806591917
QQ：1918080988,http://boyue.k3.cn,博跃鞋业,拿货地址： 温岭市 夹屿   双峰大道126号  ,13616766231 13819666980
QQ：1141599376,http://kuanlen.k3.cn,康乐鞋业,拿货地址： 温岭市 横峰   前陈二区53号  ,13506627705
QQ：1538901765,http://bozhong.k3.cn,博众鞋业,拿货地址： 温岭市 城北街道    麻车村   麻车后湾工业区经中路6号  ,13858607922
QQ：2739174890,http://zhenghongxing.k3.cn,正宏兴鞋厂,拿货地址： 温岭市 夹屿   欧风西路39号  ,18858629158 18858666298
QQ：209754436,http://qianjinyun1988.k3.cn,大红门鞋业,拿货地址： 温岭市 夹屿    双峰村   振兴路2号  ,15168642120 15727895920
QQ：932065060,http://yanglaoshi.k3.cn,杨老师鞋业,拿货地址： 温岭市 夹屿   夹屿新村1幢2号  ,13665768626 15105759763
QQ：1144234933,http://shixin.k3.cn,时新鞋业,拿货地址： 温岭市 夹屿   金施村A区42号  ,15356572028
QQ：771721806,http://chaoxuan.k3.cn,超轩鞋业,拿货地址： 温岭市 城北街道   横塘工业区218-6号  ,13566467777 13486278888
QQ：2723972238,http://hongsihuonvxie.k3.cn,红似火女鞋,拿货地址： 温岭市 夹屿   金施村A区41号  ,18358686789 18067736585
QQ：2190598791,http://xiangxuan.k3.cn,香薰草鞋业(原香萱鞋业),拿货地址： 温岭市 横峰    横石路   横石中路431号  ,15967086027 13305861790
QQ：1980837743,http://nvshen.k3.cn,女神,拿货地址： 温岭市 城北街道   杨家渭71号  ,13566662246 15215831877
QQ：569685607,http://yida8.k3.cn,易达鞋业,拿货地址： 温岭市 夹屿   横泾村五区128号  ,15257622883 13732176403
QQ：14670739,http://mljxy.k3.cn,夕望鞋业,拿货地址： 温岭市 夹屿    双峰大道   双峰一区169号  ,13957688884
QQ：3373583572,http://buyunyu.k3.cn,步云雨鞋业,拿货地址： 温岭市 横峰   小东洋老区349号  ,18205766169 13738506458
QQ：2674159828,http://qq57010172.k3.cn,乔治足鞋厂,拿货地址： 温岭市 夹屿   金施村A区158号  ,15988952895 13750647882
QQ：1056507644,http://feieryuanchuangnvxie.k3.cn,菲儿原创,拿货地址： 温岭市 夹屿   金施村A区72号  ,15990646252 18858639373
QQ：1908657338,http://yjia.k3.cn,壹佳鞋业,拿货地址： 温岭市 夹屿   欧风西路188号  ,13968666877
QQ：1024108569,http://jintaixieye.k3.cn,金泰鞋业,拿货地址： 温岭市 夹屿   复兴路18号  ,18357622655
QQ：3088693675,http://qixuanxieye.k3.cn,旗轩鞋厂,拿货地址： 温岭市 城北街道   东普村137-138号  ,15372113130 13958619800
QQ：594019481,http://hdbxy.k3.cn,好得宝鞋业,拿货地址： 温岭市 城北街道    石粘   北新北路118号  ,13586295999 13958696253
QQ：534645899,http://muzhiqi.k3.cn,慕之琪女鞋着娅®,拿货地址： 温岭市 横峰   东塘工业区东升路21号  ,15157603336 15888648292
QQ：1957929565,http://yuangyongkang.k3.cn,源永康鞋业,拿货地址： 温岭市 城北街道   万昌村芳田68号  ,18357672117
QQ：2012680246,http://fsxy008.k3.cn,丰盛鞋业,拿货地址： 温岭市 夹屿    双峰村   双峰新区2-2号二幢  ,13362656326 13968607621
QQ：1452562993,http://fadaxieye.k3.cn,发达鞋业,拿货地址： 温岭市 横峰   前陈新村B区13幢112-113号  ,13223877797 13603495319
QQ：522939864,http://baifeiya.k3.cn,佰菲娅女鞋,拿货地址： 温岭市 横峰   前陈二区16号  ,15990640688
QQ：260566623,http://168jydxy.k3.cn,蚂蚁老主,拿货地址： 温岭市 横峰   东塘工业区东升路15-3号  ,18605873388 15958766621
QQ：785810280,http://hongyuanyuan.k3.cn,金喜银来,拿货地址： 温岭市 夹屿   欧风路2号  ,13609197998
QQ：1826557955,http://xinyu1311.k3.cn,鑫玉鞋业,拿货地址： 温岭市 横峰   小东洋新区279号  ,18358681311 18358681322
QQ：337588739,http://mingzuxieye.k3.cn,名足鞋业,拿货地址： 温岭市 城北街道    万昌村芳田   芳田村  ,15958673815 18968687107
QQ：564468747,http://8897.k3.cn,浅忆女鞋,拿货地址： 温岭市 夹屿   长大村B区180号  ,13454619611
QQ：1994993242,http://junxiang.k3.cn,俊祥鞋业,拿货地址： 温岭市 夹屿    金施村   牧新路17号  ,15755457463 15057267866
QQ：784763156,http://784763156.k3.cn,嘉瑞琪,拿货地址： 温岭市 夹屿   长大村A区103号  ,13806683362 13867707480
QQ：3113884771,http://taomeizhixie.k3.cn,淘美制鞋,拿货地址： 温岭市 夹屿   横泾村B区18号  ,15957655121
QQ：742381,http://dingshanglong.k3.cn,鼎尚隆鞋业,拿货地址： 温岭市 夹屿   夹屿新村D幢10号  ,13605766683 15888682959
QQ：359856857,http://yuanjing.k3.cn,完美脚色,拿货地址： 温岭市 城北街道    麻车村   麻车后湾工业区经中路6号  ,15606566652 1875867300813018837789
QQ：184970510,http://floo.k3.cn,飞路鞋业,拿货地址： 温岭市 城北街道   杨家渭51号  ,13074637101
QQ：1518043412,http://chaoren.k3.cn,超人鞋业,拿货地址： 温岭市 夹屿    金施村   牧新路31号  ,13362600653 18057682653
QQ：601177611,http://18388188660.k3.cn,舒美鞋业,拿货地址： 温岭市 横峰   七份岸老区32号  ,18968596536 15057292572
QQ：702190296,http://zuxingtianxia.k3.cn,足行天下鞋业,拿货地址： 温岭市 城北街道   沧浦村工业区11幢  ,13537752976
QQ：2648854159,http://wandali.k3.cn,万达利鞋业,拿货地址： 温岭市 夹屿   金施村B区53号  ,13758643582
QQ：3060207419,http://kangsheng.k3.cn,康盛女鞋,拿货地址： 温岭市 夹屿   金施村A区51号  ,13656791916 15868633904
QQ：20939748,http://wanghong.k3.cn,希希鞋业,拿货地址： 温岭市 夹屿   欧风西路58号  ,18806573337
QQ：1066191996,http://xingmiao.k3.cn,鑫淼鞋业,拿货地址： 温岭市 城北街道   杨家渭28号  ,13073882332 13291656889
QQ：3031566879,http://jibinglin.k3.cn,吉炳林鞋业,拿货地址： 温岭市 城北街道    东普村   浦江路124号  ,13626689067 13867666758
QQ：2197953526,http://damangren.k3.cn,温岭市欧仕达鞋业,拿货地址： 温岭市 横峰   祝家洋村186号  ,13958669655 13486863321
QQ：369375836,http://kakaxieye.k3.cn,咔咔鞋业,拿货地址： 温岭市 夹屿   横泾村A区72号  ,18858690897
QQ：723246487,http://meizancheng.k3.cn,美赞丞鞋业,拿货地址： 温岭市 夹屿   泽楚路200号  ,13858653282
QQ：1160438188,http://jinmailon.k3.cn,金麦龙鞋业,拿货地址： 温岭市 夹屿    双峰村   沿河路21号  ,17770513344 18079519625
QQ：2477828723,http://shameiqi.k3.cn,莎美琪鞋业,拿货地址： 温岭市 夹屿   欧风西路188A-09号  ,18005768188 15867606215
QQ：3502878084,http://youshang.k3.cn,优尚鞋业,拿货地址： 温岭市 夹屿   欧风路2号  ,15005860182 13736555069
QQ：785810280,http://1212.k3.cn,亮彩鞋业,拿货地址： 温岭市 夹屿   金施村A区117-118号  ,15257638022 13609197998
QQ：281914311,http://renzhi.k3.cn,仁志鞋业,拿货地址： 温岭市 横峰   东塘工业区东升路28号  ,13586278939 13958673601
QQ：2758207741,http://andaanda.k3.cn,安达鞋业,拿货地址： 温岭市 城北街道   万昌村芳田65号  ,15990621110 15868678703
QQ：664799569,http://yilvqingshi.k3.cn,一缕情丝,拿货地址： 温岭市 横峰   下洋林鞋业园10幢5号  ,15858516731 13758486053
QQ：1144234933,http://baishixieye.k3.cn,百事鞋业,拿货地址： 温岭市 夹屿   金施村A区42号  ,15381811328
QQ：514374415,http://yuxiangpai.k3.cn,誉祥鞋业（南方女孩）,拿货地址： 温岭市 夹屿   欧风路165号  ,13666822772 15803727262
QQ：2487596839,http://aoerda.k3.cn,奥尔达鞋业,拿货地址： 温岭市 横峰   西洋工业区横牧路07号  ,13221450015
QQ：444120908,http://mlnh.k3.cn,亚鸿鞋业,拿货地址： 温岭市 城北街道    东普村   浦江路120号  ,15268885738 13221688220
QQ：1755989723（微信号）,http://luyikang.k3.cn,路易康鞋業,拿货地址： 温岭市 夹屿   长大村A区178-1号  ,13656761035 18858642911
QQ：1377108820,http://bilibili.k3.cn,猴塞雷女鞋,拿货地址： 温岭市 夹屿   长大村A区222号  ,13858660568
QQ：295345582,http://luolina.k3.cn,罗莉娜鞋业,拿货地址： 温岭市 横峰   小东洋新区111-112号  ,13587821320
QQ：1725350997,http://shiyuxieye.k3.cn,诗雨鞋业,拿货地址： 温岭市 夹屿   欧风路7号  ,13575853560 13516866893
QQ：960654216,http://zhizunwangxieye.k3.cn,至尊王鞋业,拿货地址： 温岭市 城北街道   杨家渭27号  ,15957637861
QQ：1969932501,http://xisilin.k3.cn,希思琳鞋业专业流水线,拿货地址： 温岭市 横峰   东塘工业区长兴街12号  ,15257616098 18268999222
QQ：675940502,http://pcxy.k3.cn,鹏程鞋业,拿货地址： 温岭市 横峰   前陈一区锦绣路18-1号  ,13819663936
QQ：865091582,http://yuzu.k3.cn,宇足制鞋,拿货地址： 温岭市 夹屿   横泾村B区15号  ,15171038880
QQ：549849637,http://chaodulirenxieye.k3.cn,潮都丽人鞋业,拿货地址： 温岭市 横峰   小东洋新区66号  ,15558607257 15267279267
QQ：1063409600,http://kdy.k3.cn,卡迪亚鞋业,拿货地址： 温岭市 夹屿   欧风西路36-37号  ,13626647417 18858661598
QQ：2834008134,http://linxi.k3.cn,圣迪莎女鞋（原琳稀鞋业）,拿货地址： 温岭市 夹屿   夹屿新村A幢25号  ,15384191720
QQ：535389135,http://xinxinxiechang.k3.cn,鑫鑫鞋厂,拿货地址： 温岭市 夹屿    金施村   楼下张村A区136号  ,15857633002 13858637298
QQ：1689527135,http://hexing.k3.cn,和兴鞋业,拿货地址： 温岭市 夹屿   横泾村A区19号  ,13736518968 15067635805
QQ：3118237546,http://baiyi.k3.cn,百宜鞋业,拿货地址： 温岭市 横峰   东塘工业路7号  ,15606865166 15558590266
QQ：1058451405,http://chaoduliren.k3.cn,京都1号,拿货地址： 温岭市 夹屿   欧风路2号  ,15868658928 13600584766
QQ：2209192688,http://hsd206.k3.cn,鸿顺达鞋业,拿货地址： 温岭市 横峰   前陈五区25号  ,13666856918 13958515237
QQ：165055229,http://mocha.k3.cn,抹茶鞋业,拿货地址： 温岭市 夹屿   夹屿新村1幢11号  ,13958697975
QQ：568751149,http://hongyingtao.k3.cn,红樱桃鞋业,拿货地址： 温岭市 城北街道   万昌村芳田98号  ,18779992996
QQ：2184968105,http://sdm.k3.cn,苏德美鞋业,拿货地址： 温岭市 横峰   前陈二区87号  ,13575849818
QQ：25445299,http://jiayixieye8.k3.cn,佳艺鞋业8,拿货地址： 温岭市 夹屿   长大村A区138号  ,13566474165
QQ：273254539,http://ningjing.k3.cn,宁静鞋厂,拿货地址： 温岭市 夹屿   欧风路2号  ,13586035475
QQ：294187231,http://yinasuo.k3.cn,妙彤贸易,拿货地址： 温岭市 横峰   汇川王工业区8号  ,15372118666 18958603383
QQ：3411658181,http://jiadianxieye.k3.cn,佳点鞋业,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村1幢3号  ,13666855359 15057671628
QQ：172888596,http://fengwangxieye.k3.cn,峰旺鞋业,拿货地址： 温岭市 夹屿   联夹大道26号  ,15868613703 13758659083
QQ：2441228261,http://lexi.k3.cn,乐曦鞋业,拿货地址： 温岭市 城北街道    石粘   南山闸112号  ,13736680540 13173739520
QQ：3293732978,http://kxzx.k3.cn,卡茜鞋业,拿货地址： 温岭市 夹屿   金施村A区103号  ,15068688886
QQ：1006176899,http://jixiangxieye.k3.cn,吉祥鞋业,拿货地址： 温岭市 夹屿   金施村A区41号  ,18067736589 13968450222
QQ：1375907951,http://zuzhongxiu.k3.cn,足中秀鞋业,拿货地址： 温岭市 横峰   石埭东岸148-2号  ,15968781676 15556888835
QQ：2667728321,http://zhuifeng.k3.cn,温岭追风鞋厂,拿货地址： 温岭市 横峰   前陈七区9号  ,18767697171 18267697785
QQ：1534137142,http://ylhong.k3.cn,伊露红,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村17幢2号  ,13858613072
QQ：3148901310,http://chuxiongda.k3.cn,楚雄达鞋业,拿货地址： 温岭市 夹屿    双峰村   南洋路32号  ,13957699057 13511452211
QQ：270014974,http://meijiaren.k3.cn,美佳人鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋421号  ,15867093623 13362690030
QQ：2305799653,http://jinmeier.k3.cn,菲特鞋业,拿货地址： 温岭市 城北街道    东普村   浦江路108号  ,18258618863 15970548759
QQ：945657486,http://tiantiannvxie.k3.cn,天天女鞋,拿货地址： 温岭市 夹屿   双峰大道206号  ,15057670672
QQ：911680160,http://mtq.k3.cn,满天星鞋业,拿货地址： 温岭市 横峰   下洋林鞋业园3幢12号  ,13566680490 13758639463
QQ：3276644900,http://mingtai.k3.cn,明泰鞋业,拿货地址： 温岭市 夹屿    双峰大道   双峰二区20号  ,15896954530
QQ：2911804414,http://enhexiec.k3.cn,恩和鞋厂有限公司,拿货地址： 温岭市 城北街道   杨家渭37号  ,15958666898 15957694095
QQ：519104412,http://cctv.k3.cn,爱鞋时尚鞋屋,拿货地址： 温岭市 夹屿    双峰大道   双峰一区20号  ,18069355866
QQ：53205621,http://xiuzuyuan.k3.cn,祥瑞制鞋,拿货地址： 温岭市 夹屿   长大村C区282-283号  ,13676664881 15170514599
QQ：1371749931,http://juhui.k3.cn,仟佰伊女鞋,拿货地址： 温岭市 横峰   前陈四区73号  ,17816576699 15905862277
QQ：963785582,http://131452033.k3.cn,金百丽鞋业,拿货地址： 温岭市 城北街道   万昌村芳田68号  ,18658628559 13575887039
QQ：1374399173,http://xuanxi.k3.cn,炫希鞋业,拿货地址： 温岭市 夹屿   横泾村B区168号  ,15067695661
QQ：244866765,http://jsdqcqq117h.k3.cn,佳尚典,拿货地址： 温岭市 横峰   七份岸前渭6号  ,15988952320 15883076092
QQ：7022277,http://hongtu888.k3.cn,宏图女鞋,拿货地址： 温岭市 夹屿   联夹大道48号  ,17369879679 15990629229
QQ：731818411,http://mifengdou.k3.cn,蒙咖鞋业,拿货地址： 温岭市 夹屿   金施村A区111-1号  ,18869991269 18869980532
QQ：651233324,http://honxinshoes.k3.cn,繁荣鞋业,拿货地址： 温岭市 夹屿    双峰村   双峰新区29号  ,15779958666 13858867237
QQ：1015774668,http://baihaoxieye.k3.cn,柏号鞋业,拿货地址： 温岭市 夹屿    双峰村   南洋路28号  ,13858653527 14752284114
QQ：563027189,http://nvrenhua.k3.cn,宏利源鞋业,拿货地址： 温岭市 横峰   前陈一区锦绣路66号  ,15058625655
QQ：805656008,http://yujiangxy.k3.cn,渝江鞋业,拿货地址： 温岭市 横峰   前陈一区锦绣路52号  ,13586253608 13666808687
QQ：2767023978,http://honglidaxiechang.k3.cn,鸿利达,拿货地址： 温岭市 横峰   七份岸老区21号  ,18815202369
QQ：743554503,http://amani.k3.cn,爱曼妮鞋业,拿货地址： 温岭市 夹屿   金施村B区147号  ,18815266261 13738650340
QQ：849768320,http://849768320.k3.cn,奇虹鞋业,拿货地址： 温岭市 夹屿   金施村A区63号  ,18968575609
QQ：941556056,http://duoduowang.k3.cn,华泰鞋业,拿货地址： 温岭市 城北街道   麻车村375号  ,15888637338 13677765788
QQ：3393581076,http://zzml.k3.cn,足之美鞋业,拿货地址： 温岭市 城北街道   麻车村  ,15168618310 13968606411
QQ：3031476658,http://fulaikang.k3.cn,福来康鞋业,拿货地址： 温岭市 城北街道   沧浦村工业区6幢6号  ,13606722569
QQ：2680867939,http://bulage.k3.cn,温岭伊步鞋业有限公司,拿货地址： 温岭市 城北街道    沧浦村   后陈村工业区  ,13958528081 18657628081
QQ：913343927,http://aichangxin.k3.cn,长新,拿货地址： 温岭市 横峰   前陈一区锦绣路70号  ,13736658837 15888638079
QQ：1785401671,http://xushi.k3.cn,徐氏鞋业,拿货地址： 温岭市 横峰   西洋前谢66号3楼  ,13625704999 13429638440
QQ：1015084647,http://jiajiayuyu.k3.cn,佳宇制鞋,拿货地址： 温岭市 城北街道   沧浦村工业区11幢  ,15958905195 15267670418
QQ：,http://haolilai.k3.cn,好丽来,拿货地址： 温岭市 城北街道   中马路140号  ,15558656988 18057697998
QQ：1044868883,http://hanzhimeng.k3.cn,涵之梦,拿货地址： 温岭市 夹屿   复兴路10号  ,13736655083
QQ：992604279,http://hongda100.k3.cn,皇足鞋业,拿货地址： 温岭市 夹屿   长大村B区159号  ,13602379793 13819607259
QQ：2484367470,http://fcxy888.k3.cn,足康鞋业,拿货地址： 温岭市 夹屿   金施村B区111号  ,13989662396 15167635459
QQ：596935796,http://liangbing.k3.cn,靓冰,拿货地址： 温岭市 横峰   小东洋旭东路9号  ,15857632032 15606583375
QQ：846812826,http://liangmeixieyie.k3.cn,追尚鞋业,拿货地址： 温岭市 夹屿   欧风路2号  ,13819602695
QQ：1414981394,http://mingdi.k3.cn,名迪鞋业,拿货地址： 温岭市 横峰   前陈二区135号  ,18758609866
QQ：422252087,http://milanyaxieye.k3.cn,米兰雅鞋业,拿货地址： 温岭市 城北街道   杨家渭21号  ,15268897377 15267676338
QQ：275096117,http://youping.k3.cn,优品鞋业,拿货地址： 温岭市 夹屿   欧风西路81-82号  ,15510527973 15011330681
QQ：1548161681,http://qxxy.k3.cn,浅雪鞋业,拿货地址： 温岭市 夹屿   长大村A区173号  ,15757567998
QQ：2325728112,http://ameiqi.k3.cn,艾美奇鞋业,拿货地址： 温岭市 夹屿   夹屿新村B幢5号  ,18258621658 18370885782
QQ：2417480095,http://feifeigongzhu.k3.cn,菲菲公主,拿货地址： 温岭市 夹屿   横泾村B区186号  ,13034292676 18969683620
